Source,Target,Type,Id,Label,Weight
1,277,Directed,114266,,1
1,278,Directed,114267,,1
1,279,Directed,114268,,1
1,280,Directed,114269,,1
1,281,Directed,114270,,1
1,282,Directed,114271,,1
1,283,Directed,114272,,1
1,284,Directed,114273,,1
1,285,Directed,114274,,1
1,286,Directed,114275,,1
1,287,Directed,114276,,1
1,288,Directed,114277,,1
1,289,Directed,114278,,1
1,290,Directed,114279,,1
1,291,Directed,114280,,1
1,292,Directed,114281,,1
1,293,Directed,114282,,1
1,294,Directed,114283,,1
1,295,Directed,114284,,1
1,296,Directed,114285,,1
1,297,Directed,114286,,1
1,298,Directed,114287,,1
1,299,Directed,114288,,1
1,300,Directed,114289,,1
1,301,Directed,114290,,1
1,302,Directed,114291,,1
1,303,Directed,114292,,1
1,304,Directed,114293,,1
1,305,Directed,114294,,1
1,306,Directed,114295,,1
1,307,Directed,114296,,1
1,308,Directed,114297,,1
1,309,Directed,114298,,1
1,310,Directed,114299,,1
1,311,Directed,114300,,1
1,312,Directed,114301,,1
1,313,Directed,114302,,1
1,314,Directed,114303,,1
1,315,Directed,114304,,1
1,316,Directed,114305,,1
1,317,Directed,114306,,1
1,318,Directed,114307,,1
1,319,Directed,114308,,1
1,320,Directed,114309,,1
1,321,Directed,114310,,1
1,322,Directed,114311,,1
1,323,Directed,114312,,1
1,324,Directed,114313,,1
1,325,Directed,114314,,1
1,326,Directed,114315,,1
1,327,Directed,114316,,1
1,328,Directed,114317,,1
1,329,Directed,114318,,1
1,330,Directed,114319,,1
1,331,Directed,114320,,1
1,332,Directed,114321,,1
1,333,Directed,114322,,1
1,334,Directed,114323,,1
1,335,Directed,114324,,1
1,336,Directed,114325,,1
1,337,Directed,114326,,1
1,338,Directed,114327,,1
1,339,Directed,114328,,1
1,340,Directed,114329,,1
1,341,Directed,114330,,1
1,342,Directed,114331,,1
1,343,Directed,114332,,1
1,344,Directed,114333,,1
1,345,Directed,114334,,1
1,346,Directed,114335,,1
1,347,Directed,114336,,1
1,348,Directed,114337,,1
1,349,Directed,114338,,1
1,350,Directed,114339,,1
1,351,Directed,114340,,1
1,352,Directed,114341,,1
1,353,Directed,114342,,1
1,354,Directed,114343,,1
1,355,Directed,114344,,1
1,356,Directed,114345,,1
1,357,Directed,114346,,1
1,358,Directed,114347,,1
1,359,Directed,114348,,1
1,360,Directed,114349,,1
1,361,Directed,114350,,1
1,362,Directed,114351,,1
1,363,Directed,114352,,1
1,364,Directed,114353,,1
1,365,Directed,114354,,1
1,366,Directed,114355,,1
1,367,Directed,114356,,1
1,368,Directed,114357,,1
1,369,Directed,114358,,1
1,370,Directed,114359,,1
1,371,Directed,114360,,1
1,372,Directed,114361,,1
1,373,Directed,114362,,1
1,374,Directed,114363,,1
1,375,Directed,114364,,1
1,376,Directed,114365,,1
1,377,Directed,114366,,1
1,378,Directed,114367,,1
1,379,Directed,114368,,1
1,380,Directed,114369,,1
1,381,Directed,114370,,1
1,382,Directed,114371,,1
1,383,Directed,114372,,1
1,384,Directed,114373,,1
1,385,Directed,114374,,1
1,386,Directed,114375,,1
1,387,Directed,114376,,1
1,388,Directed,114377,,1
1,389,Directed,114378,,1
1,390,Directed,114379,,1
1,391,Directed,114380,,1
1,392,Directed,114381,,1
1,393,Directed,114382,,1
1,394,Directed,114383,,1
1,395,Directed,114384,,1
1,396,Directed,114385,,1
1,397,Directed,114386,,1
1,398,Directed,114387,,1
1,399,Directed,114388,,1
1,400,Directed,114389,,1
1,401,Directed,114390,,1
1,402,Directed,114391,,1
1,403,Directed,114392,,1
1,404,Directed,114393,,1
1,405,Directed,114394,,1
1,406,Directed,114395,,1
1,407,Directed,114396,,1
1,408,Directed,114397,,1
1,409,Directed,114398,,1
1,410,Directed,114399,,1
1,411,Directed,114400,,1
1,412,Directed,114401,,1
1,413,Directed,114402,,1
1,414,Directed,114403,,1
1,415,Directed,114404,,1
1,416,Directed,114405,,1
1,417,Directed,114406,,1
1,418,Directed,114407,,1
1,419,Directed,114408,,1
1,420,Directed,114409,,1
1,421,Directed,114410,,1
1,422,Directed,114411,,1
1,423,Directed,114412,,1
1,424,Directed,114413,,1
1,425,Directed,114414,,1
1,426,Directed,114415,,1
1,427,Directed,114416,,1
1,428,Directed,114417,,1
1,429,Directed,114418,,1
1,430,Directed,114419,,1
1,431,Directed,114420,,1
1,432,Directed,114421,,1
1,433,Directed,114422,,1
1,434,Directed,114423,,1
1,435,Directed,114424,,1
1,436,Directed,114425,,1
1,437,Directed,114426,,1
1,438,Directed,114427,,1
1,439,Directed,114428,,1
1,440,Directed,114429,,1
1,441,Directed,114430,,1
1,442,Directed,114431,,1
1,443,Directed,114432,,1
1,444,Directed,114433,,1
1,445,Directed,114434,,1
1,446,Directed,114435,,1
1,447,Directed,114436,,1
1,448,Directed,114437,,1
1,449,Directed,114438,,1
1,450,Directed,114439,,1
1,451,Directed,114440,,1
1,452,Directed,114441,,1
1,453,Directed,114442,,1
1,454,Directed,114443,,1
1,455,Directed,114444,,1
1,456,Directed,114445,,1
1,457,Directed,114446,,1
1,458,Directed,114447,,1
1,459,Directed,114448,,1
1,460,Directed,114449,,1
1,461,Directed,114450,,1
1,462,Directed,114451,,1
1,463,Directed,114452,,1
1,464,Directed,114453,,1
1,465,Directed,114454,,1
1,466,Directed,114455,,1
1,467,Directed,114456,,1
1,468,Directed,114457,,1
1,469,Directed,114458,,1
1,470,Directed,114459,,1
1,471,Directed,114460,,1
1,472,Directed,114461,,1
1,473,Directed,114462,,1
1,474,Directed,114463,,1
1,475,Directed,114464,,1
1,476,Directed,114465,,1
1,477,Directed,114466,,1
1,478,Directed,114467,,1
1,479,Directed,114468,,1
1,480,Directed,114469,,1
1,481,Directed,114470,,1
1,482,Directed,114471,,1
1,483,Directed,114472,,1
1,484,Directed,114473,,1
1,485,Directed,114474,,1
1,486,Directed,114475,,1
1,487,Directed,114476,,1
1,488,Directed,114477,,1
1,489,Directed,114478,,1
1,490,Directed,114479,,1
1,491,Directed,114480,,1
1,492,Directed,114481,,1
1,493,Directed,114482,,1
1,494,Directed,114483,,1
1,495,Directed,114484,,1
1,496,Directed,114485,,1
1,497,Directed,114486,,1
1,498,Directed,114487,,1
1,499,Directed,114488,,1
1,500,Directed,114489,,1
1,501,Directed,114490,,1
1,502,Directed,114491,,1
1,503,Directed,114492,,1
1,504,Directed,114493,,1
1,505,Directed,114494,,1
1,506,Directed,114495,,1
1,507,Directed,114496,,1
1,508,Directed,114497,,1
1,509,Directed,114498,,1
1,510,Directed,114499,,1
1,511,Directed,114500,,1
1,512,Directed,114501,,1
1,513,Directed,114502,,1
1,514,Directed,114503,,1
1,515,Directed,114504,,1
1,516,Directed,114505,,1
1,517,Directed,114506,,1
1,518,Directed,114507,,1
1,519,Directed,114508,,1
1,520,Directed,114509,,1
1,521,Directed,114510,,1
1,522,Directed,114511,,1
1,523,Directed,114512,,1
1,524,Directed,114513,,1
1,525,Directed,114514,,1
1,526,Directed,114515,,1
1,527,Directed,114516,,1
1,528,Directed,114517,,1
1,529,Directed,114518,,1
1,530,Directed,114519,,1
1,531,Directed,114520,,1
1,532,Directed,114521,,1
1,533,Directed,114522,,1
1,534,Directed,114523,,1
1,535,Directed,114524,,1
1,536,Directed,114525,,1
1,537,Directed,114526,,1
1,538,Directed,114527,,1
1,539,Directed,114528,,1
1,540,Directed,114529,,1
1,541,Directed,114530,,1
1,542,Directed,114531,,1
1,543,Directed,114532,,1
1,544,Directed,114533,,1
1,545,Directed,114534,,1
1,546,Directed,114535,,1
1,547,Directed,114536,,1
1,548,Directed,114537,,1
1,549,Directed,114538,,1
1,550,Directed,114539,,1
1,551,Directed,114540,,1
1,552,Directed,114541,,1
1,553,Directed,114542,,1
1,554,Directed,114543,,1
1,555,Directed,114544,,1
1,556,Directed,114545,,1
1,557,Directed,114546,,1
1,558,Directed,114547,,1
1,559,Directed,114548,,1
1,560,Directed,114549,,1
1,561,Directed,114550,,1
1,562,Directed,114551,,1
1,563,Directed,114552,,1
1,564,Directed,114553,,1
1,565,Directed,114554,,1
1,566,Directed,114555,,1
1,567,Directed,114556,,1
1,568,Directed,114557,,1
1,569,Directed,114558,,1
1,570,Directed,114559,,1
1,571,Directed,114560,,1
1,572,Directed,114561,,1
1,573,Directed,114562,,1
1,574,Directed,114563,,1
1,575,Directed,114564,,1
1,576,Directed,114565,,1
1,577,Directed,114566,,1
1,578,Directed,114567,,1
1,579,Directed,114568,,1
1,580,Directed,114569,,1
1,581,Directed,114570,,1
1,582,Directed,114571,,1
1,583,Directed,114572,,1
1,584,Directed,114573,,1
1,585,Directed,114574,,1
1,586,Directed,114575,,1
1,587,Directed,114576,,1
1,588,Directed,114577,,1
1,589,Directed,114578,,1
1,590,Directed,114579,,1
1,591,Directed,114580,,1
1,592,Directed,114581,,1
1,593,Directed,114582,,1
1,594,Directed,114583,,1
1,595,Directed,114584,,1
1,596,Directed,114585,,1
1,597,Directed,114586,,1
1,598,Directed,114587,,1
1,599,Directed,114588,,1
1,600,Directed,114589,,1
1,601,Directed,114590,,1
1,602,Directed,114591,,1
1,603,Directed,114592,,1
1,604,Directed,114593,,1
1,605,Directed,114594,,1
1,606,Directed,114595,,1
1,607,Directed,114596,,1
1,608,Directed,114597,,1
1,609,Directed,114598,,1
1,610,Directed,114599,,1
1,611,Directed,114600,,1
1,612,Directed,114601,,1
1,613,Directed,114602,,1
1,614,Directed,114603,,1
1,615,Directed,114604,,1
1,616,Directed,114605,,1
1,617,Directed,114606,,1
1,618,Directed,114607,,1
1,619,Directed,114608,,1
1,620,Directed,114609,,1
1,621,Directed,114610,,1
1,622,Directed,114611,,1
1,623,Directed,114612,,1
1,624,Directed,114613,,1
1,625,Directed,114614,,1
1,626,Directed,114615,,1
1,627,Directed,114616,,1
1,628,Directed,114617,,1
1,629,Directed,114618,,1
1,630,Directed,114619,,1
1,631,Directed,114620,,1
1,632,Directed,114621,,1
1,633,Directed,114622,,1
1,634,Directed,114623,,1
1,635,Directed,114624,,1
1,636,Directed,114625,,1
1,637,Directed,114626,,1
1,638,Directed,114627,,1
1,639,Directed,114628,,1
1,640,Directed,114629,,1
1,641,Directed,114630,,1
1,642,Directed,114631,,1
1,643,Directed,114632,,1
1,644,Directed,114633,,1
1,645,Directed,114634,,1
1,646,Directed,114635,,1
1,647,Directed,114636,,1
1,648,Directed,114637,,1
1,649,Directed,114638,,1
1,650,Directed,114639,,1
1,651,Directed,114640,,1
1,652,Directed,114641,,1
1,653,Directed,114642,,1
1,654,Directed,114643,,1
1,655,Directed,114644,,1
1,656,Directed,114645,,1
1,657,Directed,114646,,1
1,1,Directed,114647,,1
1,658,Directed,114648,,1
1,659,Directed,114649,,1
1,660,Directed,114650,,1
1,661,Directed,114651,,1
1,662,Directed,114652,,1
1,663,Directed,114653,,1
1,664,Directed,114654,,1
1,665,Directed,114655,,1
1,666,Directed,114656,,1
1,667,Directed,114657,,1
1,668,Directed,114658,,1
1,669,Directed,114659,,1
1,670,Directed,114660,,1
1,671,Directed,114661,,1
1,672,Directed,114662,,1
1,673,Directed,114663,,1
1,674,Directed,114664,,1
1,675,Directed,114665,,1
1,676,Directed,114666,,1
1,677,Directed,114667,,1
1,678,Directed,114668,,1
1,679,Directed,114669,,1
1,680,Directed,114670,,1
1,681,Directed,114671,,1
1,682,Directed,114672,,1
1,683,Directed,114673,,1
1,684,Directed,114674,,1
1,685,Directed,114675,,1
1,686,Directed,114676,,1
1,687,Directed,114677,,1
1,688,Directed,114678,,1
1,689,Directed,114679,,1
1,690,Directed,114680,,1
1,691,Directed,114681,,1
1,692,Directed,114682,,1
1,693,Directed,114683,,1
1,694,Directed,114684,,1
1,695,Directed,114685,,1
1,696,Directed,114686,,1
1,697,Directed,114687,,1
1,698,Directed,114688,,1
1,699,Directed,114689,,1
1,700,Directed,114690,,1
1,701,Directed,114691,,1
1,702,Directed,114692,,1
1,703,Directed,114693,,1
1,704,Directed,114694,,1
1,705,Directed,114695,,1
1,706,Directed,114696,,1
1,707,Directed,114697,,1
1,708,Directed,114698,,1
1,709,Directed,114699,,1
1,710,Directed,114700,,1
1,711,Directed,114701,,1
1,712,Directed,114702,,1
1,713,Directed,114703,,1
1,714,Directed,114704,,1
1,715,Directed,114705,,1
1,716,Directed,114706,,1
1,717,Directed,114707,,1
1,718,Directed,114708,,1
1,719,Directed,114709,,1
1,720,Directed,114710,,1
1,721,Directed,114711,,1
1,722,Directed,114712,,1
1,723,Directed,114713,,1
1,724,Directed,114714,,1
1,725,Directed,114715,,1
1,726,Directed,114716,,1
1,727,Directed,114717,,1
1,728,Directed,114718,,1
1,729,Directed,114719,,1
1,730,Directed,114720,,1
1,731,Directed,114721,,1
1,732,Directed,114722,,1
1,733,Directed,114723,,1
1,734,Directed,114724,,1
1,735,Directed,114725,,1
1,736,Directed,114726,,1
1,737,Directed,114727,,1
1,738,Directed,114728,,1
1,739,Directed,114729,,1
1,740,Directed,114730,,1
1,741,Directed,114731,,1
1,742,Directed,114732,,1
1,743,Directed,114733,,1
1,744,Directed,114734,,1
1,745,Directed,114735,,1
1,746,Directed,114736,,1
1,747,Directed,114737,,1
1,748,Directed,114738,,1
1,749,Directed,114739,,1
1,750,Directed,114740,,1
1,751,Directed,114741,,1
1,752,Directed,114742,,1
1,753,Directed,114743,,1
1,754,Directed,114744,,1
1,755,Directed,114745,,1
1,756,Directed,114746,,1
1,757,Directed,114747,,1
1,758,Directed,114748,,1
1,759,Directed,114749,,1
1,760,Directed,114750,,1
1,761,Directed,114751,,1
1,762,Directed,114752,,1
1,763,Directed,114753,,1
1,764,Directed,114754,,1
1,765,Directed,114755,,1
1,766,Directed,114756,,1
1,767,Directed,114757,,1
1,768,Directed,114758,,1
1,769,Directed,114759,,1
1,770,Directed,114760,,1
1,771,Directed,114761,,1
1,772,Directed,114762,,1
1,773,Directed,114763,,1
1,774,Directed,114764,,1
1,775,Directed,114765,,1
1,776,Directed,114766,,1
1,777,Directed,114767,,1
1,778,Directed,114768,,1
1,779,Directed,114769,,1
1,780,Directed,114770,,1
1,781,Directed,114771,,1
1,782,Directed,114772,,1
1,783,Directed,114773,,1
1,784,Directed,114774,,1
1,785,Directed,114775,,1
1,786,Directed,114776,,1
1,787,Directed,114777,,1
1,788,Directed,114778,,1
1,789,Directed,114779,,1
1,790,Directed,114780,,1
1,791,Directed,114781,,1
1,792,Directed,114782,,1
1,793,Directed,114783,,1
1,794,Directed,114784,,1
1,795,Directed,114785,,1
1,796,Directed,114786,,1
1,797,Directed,114787,,1
1,798,Directed,114788,,1
1,799,Directed,114789,,1
1,800,Directed,114790,,1
1,801,Directed,114791,,1
1,802,Directed,114792,,1
1,803,Directed,114793,,1
1,804,Directed,114794,,1
1,805,Directed,114795,,1
1,806,Directed,114796,,1
1,807,Directed,114797,,1
1,808,Directed,114798,,1
1,809,Directed,114799,,1
1,810,Directed,114800,,1
1,811,Directed,114801,,1
1,812,Directed,114802,,1
1,813,Directed,114803,,1
1,814,Directed,114804,,1
1,815,Directed,114805,,1
1,816,Directed,114806,,1
1,817,Directed,114807,,1
1,818,Directed,114808,,1
1,819,Directed,114809,,1
1,820,Directed,114810,,1
1,821,Directed,114811,,1
1,822,Directed,114812,,1
1,823,Directed,114813,,1
1,824,Directed,114814,,1
1,825,Directed,114815,,1
1,826,Directed,114816,,1
1,827,Directed,114817,,1
1,828,Directed,114818,,1
1,829,Directed,114819,,1
1,830,Directed,114820,,1
1,831,Directed,114821,,1
1,832,Directed,114822,,1
1,833,Directed,114823,,1
1,834,Directed,114824,,1
1,835,Directed,114825,,1
1,836,Directed,114826,,1
1,837,Directed,114827,,1
1,838,Directed,114828,,1
2,2,Directed,114829,,1
2,839,Directed,114830,,1
2,840,Directed,114831,,1
2,627,Directed,114832,,1
2,841,Directed,114833,,1
2,842,Directed,114834,,1
2,444,Directed,114835,,1
2,843,Directed,114836,,1
2,844,Directed,114837,,1
2,13,Directed,114838,,1
2,845,Directed,114839,,1
2,846,Directed,114840,,1
2,847,Directed,114841,,1
2,27,Directed,114842,,1
2,848,Directed,114843,,1
2,849,Directed,114844,,1
2,850,Directed,114845,,1
2,851,Directed,114846,,1
2,852,Directed,114847,,1
2,853,Directed,114848,,1
2,854,Directed,114849,,1
2,855,Directed,114850,,1
2,856,Directed,114851,,1
2,857,Directed,114852,,1
2,858,Directed,114853,,1
2,859,Directed,114854,,1
2,860,Directed,114855,,1
2,288,Directed,114856,,1
2,861,Directed,114857,,1
2,862,Directed,114858,,1
2,682,Directed,114859,,1
2,863,Directed,114860,,1
2,864,Directed,114861,,1
2,502,Directed,114862,,1
2,692,Directed,114863,,1
2,865,Directed,114864,,1
2,866,Directed,114865,,1
2,867,Directed,114866,,1
2,868,Directed,114867,,1
2,869,Directed,114868,,1
2,870,Directed,114869,,1
2,85,Directed,114870,,1
2,715,Directed,114871,,1
2,871,Directed,114872,,1
2,717,Directed,114873,,1
2,872,Directed,114874,,1
2,723,Directed,114875,,1
2,529,Directed,114876,,1
2,727,Directed,114877,,1
2,336,Directed,114878,,1
2,873,Directed,114879,,1
2,874,Directed,114880,,1
2,875,Directed,114881,,1
2,876,Directed,114882,,1
2,877,Directed,114883,,1
2,878,Directed,114884,,1
2,353,Directed,114885,,1
2,556,Directed,114886,,1
2,879,Directed,114887,,1
2,880,Directed,114888,,1
2,881,Directed,114889,,1
2,882,Directed,114890,,1
2,883,Directed,114891,,1
2,884,Directed,114892,,1
2,885,Directed,114893,,1
2,170,Directed,114894,,1
2,886,Directed,114895,,1
2,887,Directed,114896,,1
2,798,Directed,114897,,1
2,888,Directed,114898,,1
2,889,Directed,114899,,1
2,890,Directed,114900,,1
2,413,Directed,114901,,1
2,891,Directed,114902,,1
2,420,Directed,114903,,1
2,892,Directed,114904,,1
2,893,Directed,114905,,1
2,197,Directed,114906,,1
2,894,Directed,114907,,1
2,432,Directed,114908,,1
2,895,Directed,114909,,1
2,896,Directed,114910,,1
2,897,Directed,114911,,1
3,3,Directed,114912,,1
3,4,Directed,114913,,1
3,5,Directed,114914,,1
3,6,Directed,114915,,1
3,7,Directed,114916,,1
3,10,Directed,114917,,1
3,13,Directed,114918,,1
3,15,Directed,114919,,1
3,898,Directed,114920,,1
3,21,Directed,114921,,1
3,25,Directed,114922,,1
3,28,Directed,114923,,1
3,31,Directed,114924,,1
3,33,Directed,114925,,1
3,35,Directed,114926,,1
3,36,Directed,114927,,1
3,42,Directed,114928,,1
3,43,Directed,114929,,1
3,44,Directed,114930,,1
3,45,Directed,114931,,1
3,46,Directed,114932,,1
3,51,Directed,114933,,1
3,56,Directed,114934,,1
3,58,Directed,114935,,1
3,59,Directed,114936,,1
3,60,Directed,114937,,1
3,62,Directed,114938,,1
3,66,Directed,114939,,1
3,71,Directed,114940,,1
3,73,Directed,114941,,1
3,74,Directed,114942,,1
3,76,Directed,114943,,1
3,77,Directed,114944,,1
3,78,Directed,114945,,1
3,79,Directed,114946,,1
3,82,Directed,114947,,1
3,86,Directed,114948,,1
3,88,Directed,114949,,1
3,89,Directed,114950,,1
3,90,Directed,114951,,1
3,92,Directed,114952,,1
3,93,Directed,114953,,1
3,94,Directed,114954,,1
3,96,Directed,114955,,1
3,97,Directed,114956,,1
3,98,Directed,114957,,1
3,99,Directed,114958,,1
3,101,Directed,114959,,1
3,103,Directed,114960,,1
3,104,Directed,114961,,1
3,108,Directed,114962,,1
3,110,Directed,114963,,1
3,112,Directed,114964,,1
3,115,Directed,114965,,1
3,126,Directed,114966,,1
3,130,Directed,114967,,1
3,134,Directed,114968,,1
3,141,Directed,114969,,1
3,142,Directed,114970,,1
3,143,Directed,114971,,1
3,144,Directed,114972,,1
3,145,Directed,114973,,1
3,147,Directed,114974,,1
3,148,Directed,114975,,1
3,149,Directed,114976,,1
3,150,Directed,114977,,1
3,151,Directed,114978,,1
3,153,Directed,114979,,1
3,899,Directed,114980,,1
3,156,Directed,114981,,1
3,157,Directed,114982,,1
3,158,Directed,114983,,1
3,159,Directed,114984,,1
