Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
5662,meninges,word,6,97,7,5,0.305856,0.31549,679.892505
5663,recreationally,word,14,0,11,5,0.345762,0.36027,75.481984
5664,sedatives,word,13,3,8,6,0.306539,0.315532,53.291996
5665,apparicine,word,20,4,18,5,0.329945,0.339247,1942.871725
5666,nmr,word,10,4,9,6,0.298544,0.307336,2509.528297
5667,decoupling,word,5,4,3,6,0.241684,0.245728,10.745813
5668,isotope,word,7,4,6,5,0.304877,0.31297,2901.142599
5669,uleine,word,6,4,5,6,0.275577,0.283277,766.933662
5670,kor,word,8,0,11,5,0.331537,0.343578,594.558023
5671,jdtic,word,5,0,4,6,0.285114,0.293209,1.646835
5672,naloxegol,word,6,0,6,5,0.323246,0.334981,66.4028
5673,opioidinduced,word,5,0,1,6,0.270405,0.277109,0
5674,fibromyalgia,word,6,3,6,5,0.313269,0.323071,31.296843
5675,migraine,word,6,3,5,5,0.317991,0.32841,22.001873
5676,peripherally,word,6,0,4,5,0.330388,0.341789,50.571032
5677,predict,word,6,3,3,6,0.301285,0.309923,5908.145525
5678,domperidone,word,8,0,9,5,0.316627,0.32501,153.068721
5679,metoclopramide,word,6,0,4,5,0.299377,0.308256,34.925524
5680,anticholinergic,word,10,0,10,5,0.35121,0.365541,430.002883
5681,orphenadrine,word,5,0,3,6,0.294173,0.301859,5.587881
5682,switching,word,7,0,4,5,0.336562,0.347472,10.594626
5683,synergistic,word,5,4,1,7,0.225329,0.229258,0
5684,oic,word,7,102,5,5,0.332209,0.3441,32.717291
5685,laxative,word,10,102,10,5,0.326245,0.336282,516.702618
5686,hypothalamus,word,12,97,10,5,0.319626,0.329124,1208.480871
5687,macrophage,word,6,97,3,5,0.304988,0.314195,4.951702
5688,precipitate,word,5,3,4,5,0.327748,0.339651,30.89373
5689,nalmefene,word,5,0,4,5,0.326769,0.337983,1.071548
5690,distressing,word,6,3,3,5,0.316356,0.32628,16.469089
5691,etorphine,word,11,0,10,5,0.329613,0.341933,63.620575
5692,thebaine,word,6,0,3,6,0.303265,0.311574,17.927891
5693,demerol,word,18,0,12,5,0.334087,0.346552,132.785934
5694,farben,word,5,0,3,5,0.320163,0.330944,53.21457
5695,poppybase,word,5,0,6,5,0.356703,0.370521,4.039444
5696,pomc,word,6,4,4,5,0.316763,0.324471,6.365066
5697,endomorphin,word,9,0,8,5,0.343091,0.354802,6.341237
5698,dihydroetorphine,word,13,0,12,5,0.340089,0.351445,144.04662
5699,piminodine,word,6,0,3,5,0.322259,0.33339,0
5700,parafluorofentanyl,word,5,101,2,6,0.263341,0.268783,4.493323
5701,bwu,word,6,0,2,5,0.317035,0.325681,2.236217
5702,older adults,word,7,3,6,5,0.339541,0.350999,63.572905
5703,opioid analgesic,bigram,3,97,2,5,0.306237,0.315913,0
5704,immune system,word,6,4,4,5,0.303468,0.312237,22.996228
5705,opioid antagonists,word,5,102,1,6,0.234507,0.238387,0
5706,mechanical,word,5,101,3,5,0.298123,0.30619,6.959458
5707,fuse,word,5,0,5,6,0.313236,0.321322,10.576669
5708,punches,word,5,3,8,5,0.315225,0.323213,331.898234
5709,pdb,word,39,4,38,5,0.348681,0.361548,9004.336542
5710,wwpdb,word,9,4,4,6,0.317342,0.325131,12.556701
5711,rcsb,word,6,4,1,6,0.258546,0.26327,0
5712,software,word,5,103,0,0,0,0,0
5713,computer,word,5,104,0,0,0,0,0
5714,mmcif,word,5,90,3,5,0.283609,0.291022,2.547747
5715,fit,word,5,78,4,6,0.29318,0.301715,33.016473
5716,identifier,word,6,4,3,5,0.285583,0.293973,8.985022
5717,fairfax,word,13,106,11,5,0.321469,0.331798,603.030885
5718,chesapeake,word,18,106,9,5,0.347573,0.360679,461.669863
5719,piedmont,word,8,90,3,5,0.299013,0.307573,5948.254945
5720,shenandoah,word,15,106,15,5,0.355201,0.369705,391.735051
5721,hampton,word,14,106,13,5,0.353713,0.36755,140.113729
5722,norfolk,word,23,106,23,5,0.362037,0.378193,1906.10747
5723,powhatan,word,8,106,10,5,0.338588,0.348318,139.646672
5724,plantation,word,5,106,3,6,0.318608,0.328813,17.406827
5725,virginian,word,35,106,29,5,0.361262,0.376802,1004.686057
5726,confederacy,word,6,106,7,6,0.30846,0.317564,25.552448
5727,hunter,word,8,78,5,6,0.302551,0.311687,19.062603
5728,cave,word,5,106,4,5,0.314587,0.322219,1047.944786
5729,tidewater,word,13,106,10,5,0.320406,0.330659,148.07986
5730,expedition,word,9,82,6,5,0.32855,0.337286,516.542032
5731,raleigh,word,7,78,4,5,0.316644,0.324265,44.176441
5732,cavalier,word,5,106,5,5,0.344512,0.356896,95.842117
5733,upset,word,5,97,4,5,0.31678,0.325777,1.923908
5734,mason,word,6,106,3,6,0.321033,0.331578,0
5735,bloc,word,5,0,1,6,0.264757,0.270199,0
5736,cotton,word,9,0,7,5,0.315477,0.323952,34.382093
5737,breeding,word,5,106,5,5,0.32824,0.336251,66.418964
5738,confederate,word,7,106,3,5,0.321137,0.331262,1.176825
5739,manassas,word,6,106,2,5,0.341524,0.353121,0
5740,fredericksburg,word,7,90,1,6,0.264189,0.269852,0
5741,blacksburg,word,8,106,7,5,0.323459,0.332651,64.292434
5742,alexandria,word,10,106,5,6,0.280965,0.288601,17.857687
5743,prince,word,15,106,15,5,0.320963,0.332289,334.595258
5744,byrd,word,5,106,6,5,0.34385,0.355663,50.63489
5745,arlington,word,17,106,15,5,0.340756,0.353205,1735.934776
5746,segregation,word,5,82,4,5,0.323742,0.33359,34.324388
5747,langley,word,8,78,7,6,0.322734,0.331818,324.070755
5748,relocate,word,5,78,4,6,0.310649,0.319832,2.773426
5749,tennessee,word,10,106,10,6,0.310535,0.320436,106.693218
5750,latitude,word,5,97,8,5,0.327548,0.33598,52.125819
5751,deviation,word,6,0,5,6,0.317632,0.325554,4.103832
5752,bristol,word,8,106,8,5,0.352825,0.366729,216.076156
5753,charlottesville,word,9,106,11,6,0.318368,0.329894,222.581301
5754,plateau,word,8,106,8,5,0.325311,0.336883,31.172324
5755,commonwealths,word,9,0,4,6,0.319781,0.3303,36.452754
5756,gulf,word,5,106,4,5,0.328167,0.337549,14.095441
5757,rain,word,5,106,3,6,0.290156,0.298143,4.094642
5758,dismal,word,5,78,4,6,0.316001,0.324045,1.628228
5759,spruce,word,9,106,5,5,0.293006,0.300968,12.859783
5760,deer,word,5,106,2,6,0.314537,0.32497,5.956616
5761,whale,word,5,106,1,6,0.269837,0.275873,0
5762,breed,word,5,82,4,6,0.312556,0.320242,7.183307
5763,conservation,word,10,4,12,5,0.347042,0.358826,933.05849
5764,downhill,word,5,90,2,6,0.313402,0.320857,186.956919
5765,roanoke,word,9,106,5,5,0.325885,0.33662,26.011289
5766,oyster,word,6,78,5,6,0.300244,0.308363,36.395279
5767,wilderness,word,8,106,7,5,0.334428,0.345206,145.317131
5768,undeveloped,word,6,106,4,5,0.317751,0.327465,5.37527
5769,logging,word,5,78,3,5,0.341603,0.35303,5.715637
5770,forestry,word,9,106,4,6,0.290113,0.298468,4.500634
5771,williamsburg,word,5,106,3,6,0.298469,0.306233,0
5772,loudoun,word,8,106,6,5,0.33204,0.341045,485.538566
5773,immigration,word,11,0,9,6,0.328861,0.33813,72.834702
5774,arda,word,7,106,5,6,0.298348,0.306718,4.789627
5775,lynchburg,word,9,106,11,6,0.334106,0.344741,343.890098
5776,fishing,word,10,106,8,6,0.326516,0.336369,122.08874
5777,wolfe,word,14,78,12,6,0.326823,0.336192,797.139908
5778,twoweek,word,6,106,4,6,0.291473,0.29969,60.613909
5779,veto,word,6,106,7,6,0.322946,0.334267,81.575324
5780,ralph,word,7,78,4,6,0.299589,0.309319,38.731083
5781,uva,word,5,78,1,6,0.271561,0.278382,0
5782,virginians,word,25,106,16,5,0.357091,0.371771,749.49206
5783,james,word,5,106,2,6,0.271524,0.277893,0
5784,nasa,word,5,101,3,6,0.273751,0.280526,11.946627
5785,relay,word,8,97,6,5,0.302272,0.311932,12.596483
5786,golf,word,6,90,2,6,0.271038,0.277366,2.583749
5787,softball,word,5,90,3,6,0.270281,0.276779,1.099941
5788,virginia beach,word,5,106,2,6,0.314386,0.325061,16.235466
5789,northern virginia,word,19,106,13,5,0.354541,0.368915,743.077449
5790,chesapeake bay,word,9,90,1,6,0.230194,0.234042,0
5791,hampton roads,word,7,106,6,5,0.349775,0.363081,128.75293
5792,tidewater region,word,5,106,2,6,0.307288,0.316232,0
5793,virginia state,word,5,106,3,6,0.31897,0.327713,11.281717
5794,borders,word,8,4,3,6,0.29572,0.304306,403.546799
5795,islands,word,5,105,0,0,0,0,0
5796,national park,word,8,106,3,5,0.280791,0.288996,20.006951
5797,diflunisal,word,24,3,25,5,0.366553,0.382972,5921.04925
5798,sclerosis,word,7,90,5,5,0.326173,0.335726,6.936792
5799,candoxatril,word,24,3,24,5,0.366735,0.382834,1166.124038
5800,endopeptidase,word,5,82,3,5,0.311272,0.319406,1.604627
5801,phosphoramidon,word,6,82,5,5,0.316814,0.325461,47.818724
5802,basal,word,6,97,6,6,0.260197,0.26604,52.053864
5803,epithelium,word,5,97,5,5,0.292687,0.302122,98.444419
5804,curve,word,5,0,7,5,0.347389,0.359895,12.912647
5805,auc,word,11,0,14,5,0.355779,0.369127,215.573759
5806,variability,word,7,97,7,5,0.329816,0.339005,165.46437
5807,interindividual,word,7,3,9,5,0.34184,0.352483,130.193211
5808,nonintravenous,word,5,97,7,5,0.340618,0.353095,8.794796
5809,clearance,word,16,3,16,5,0.328367,0.339558,280.61344
5810,bioequivalence,word,8,0,8,5,0.342435,0.354145,95.456959
5811,benzydamine,word,19,0,21,5,0.354839,0.369477,1790.151734
5812,cannabinoid,word,5,0,3,5,0.323529,0.332634,2.517915
5813,rostral,word,7,97,6,5,0.323228,0.332196,940.482772
5814,cranial,word,9,97,8,5,0.327403,0.336386,382.950544
5815,skull,word,6,97,5,5,0.319626,0.328494,8.829497
5816,olfactory,word,8,97,7,5,0.285638,0.294512,154.374632
5817,cerebrum,word,7,97,6,5,0.330369,0.339603,244.969103
5818,midbrain,word,8,97,9,6,0.284469,0.292887,646.908998
5819,thalamus,word,12,97,12,5,0.309413,0.318436,1853.632883
5820,pns,word,9,97,6,5,0.30535,0.313865,209.24135
5821,anterior,word,11,97,11,5,0.3366,0.349021,1584.683754
5822,pon,word,6,97,7,6,0.2723,0.279578,36.546646
5823,cerebellum,word,19,97,22,5,0.319177,0.329973,12046.678191
5824,mesencephalon,word,10,97,10,6,0.284606,0.293595,328.20954
5825,pons,word,8,97,5,6,0.252814,0.257948,89.474676
5826,sorting,word,7,106,6,5,0.315376,0.323568,136.649934
5827,neocortex,word,18,4,20,5,0.349961,0.362525,6891.958002
5828,hippocampus,word,7,97,7,6,0.271974,0.27916,229.824252
5829,groove,word,5,97,2,6,0.26509,0.270882,1.905458
5830,telencephalon,word,10,97,7,5,0.31302,0.321943,372.220897
5831,ventricle,word,8,97,5,5,0.296462,0.304424,117.438875
5832,convolution,word,6,4,10,5,0.321732,0.330165,93.096244
5833,complexity,word,6,4,5,5,0.307768,0.316317,30.181735
5834,routine,word,6,4,4,5,0.303889,0.311757,5911.170958
5835,gray matter,word,5,97,2,6,0.239937,0.243945,5906
5836,nuclei,word,5,97,2,6,0.24209,0.246614,0
5837,basal ganglia,word,5,97,4,6,0.253715,0.258812,25.191485
5838,cerebral hemispheres,word,7,97,7,5,0.322716,0.332281,2674.829924
5839,neural tube,word,5,97,5,5,0.312209,0.32106,30.047113
5840,vascular,word,10,3,11,5,0.355522,0.368898,82.959037
5841,voltarol,word,6,4,5,6,0.31457,0.32319,5.794732
5842,vulture,word,26,82,28,5,0.362972,0.378743,6892.993418
5843,vultures,word,7,3,4,6,0.308879,0.317203,6.313169
5844,proadifen,word,8,0,4,5,0.334428,0.343353,44.502678
5845,nabiximol,word,17,0,17,5,0.36353,0.379078,492.207575
5846,sativex,word,13,0,11,5,0.349423,0.362846,117.752203
5847,spasticity,word,15,102,13,5,0.355501,0.369048,222.245945
5848,otsuka,word,5,0,7,5,0.341031,0.352438,295.169344
5849,nabiximols,word,11,0,9,5,0.338336,0.350423,321.445554
5850,prototype,word,7,4,7,6,0.326715,0.335314,49.398594
5851,norpethidine,word,15,0,11,5,0.328349,0.338085,135.057553
5852,kilo,word,9,0,11,5,0.328605,0.337958,271.82068
5853,rugged,word,12,106,9,6,0.319712,0.329792,833.674687
5854,alberta,word,12,106,12,5,0.342276,0.353592,151.149433
5855,yukon,word,12,106,16,5,0.33163,0.342653,126.867748
5856,montana,word,9,106,5,5,0.342137,0.354026,3.013521
5857,victoria,word,51,106,48,5,0.361483,0.378551,6502.327431
5858,salish,word,6,106,6,5,0.333993,0.343451,238.832385
5859,haida,word,7,106,3,6,0.309656,0.318774,17.755822
5860,fraser,word,16,106,17,5,0.321644,0.333057,753.744522
5861,canyon,word,8,106,5,5,0.297357,0.305615,6.973054
5862,westminster,word,15,106,17,5,0.34363,0.35557,506.188794
5863,arable,word,6,106,6,6,0.309461,0.318898,9.536987
5864,okanagan,word,19,106,15,5,0.320754,0.331815,238.598897
5865,kilometre,word,7,106,7,5,0.324151,0.334225,46.460179
5866,terrain,word,8,106,4,6,0.27816,0.2862,9.728351
5867,subarctic,word,6,106,5,6,0.288653,0.297322,8.732841
5868,flora,word,5,82,2,6,0.284113,0.291866,13.437552
5869,osoyoos,word,6,106,8,6,0.324364,0.333805,62.89772
5870,kamloop,word,6,106,4,6,0.278356,0.286208,22.117649
5871,bcs,word,8,106,7,5,0.319315,0.32751,16.276951
5872,cariboo,word,12,106,13,5,0.32196,0.330881,305.419695
5873,fog,word,7,106,5,5,0.325796,0.334812,22.297796
5874,lytton,word,5,97,1,6,0.287529,0.295246,0
5875,rupert,word,7,106,6,5,0.30472,0.314582,7.038538
5876,sheep,word,8,0,9,5,0.349941,0.362093,86.333643
5877,salmon,word,6,106,1,6,0.243578,0.247241,0
5878,maple,word,5,106,7,6,0.292977,0.301614,33.218674
5879,arbutus,word,5,106,6,5,0.305714,0.315784,191.772641
5880,arrival,word,10,106,8,5,0.340285,0.351067,132.421883
5881,mackenzie,word,5,82,2,6,0.305935,0.314618,2.502003
5882,overland,word,17,106,16,5,0.337697,0.348606,416.346128
5883,trading,word,9,106,10,5,0.329172,0.339163,121.014893
5884,hbc,word,5,106,5,5,0.319695,0.328737,4.928177
5885,nanaimo,word,5,0,4,6,0.281675,0.289854,13.927379
5886,caledonia,word,6,106,6,6,0.330018,0.340271,42.199049
5887,burnaby,word,5,106,8,5,0.307961,0.31742,59.673977
5888,superb,word,5,102,2,6,0.261615,0.26729,1.213158
5889,coquitlam,word,6,106,8,5,0.33,0.340475,87.428439
5890,transcontinental,word,5,106,5,6,0.306427,0.315397,17.073883
5891,ndp,word,30,106,28,5,0.3456,0.357852,2840.860562
5892,resign,word,8,106,9,5,0.336639,0.346343,2201.563026
5893,pipeline,word,5,101,5,6,0.313768,0.3222,6.644148
5894,hollywood,word,7,106,8,5,0.309543,0.318549,45.471079
5895,translink,word,6,106,5,6,0.318111,0.325958,2.813967
5896,skytrain,word,5,107,0,0,0,0,0
5897,pacific northwest,word,6,106,3,6,0.305192,0.31367,1.154478
5898,pacific ocean,word,6,106,2,6,0.307512,0.316105,0
5899,canadas,word,5,106,1,6,0.269026,0.275913,0
5900,vancouver island,word,19,106,14,5,0.329191,0.339795,105.140771
5901,british columbians,word,5,108,0,0,0,0,0
5902,valleys,word,5,106,3,6,0.29965,0.308874,0
5903,reserves,word,5,106,4,6,0.312242,0.321886,8.96147
5904,social credit,word,6,106,1,6,0.280764,0.288302,0
5905,liberals,word,7,106,5,6,0.297702,0.306521,5.410975
5906,artists,word,7,78,2,5,0.296135,0.304763,0
5907,parenthesis,word,5,4,3,6,0.286901,0.294636,34.624077
5908,formulae,word,15,4,18,5,0.335682,0.345906,1935.330859
5909,connectivity,word,12,4,11,5,0.337466,0.34759,479.708939
5910,fullerene,word,6,4,6,6,0.295927,0.305214,61.099794
5911,chemical formulae,word,13,4,8,5,0.302628,0.312417,474.266747
5912,structural formula,word,8,4,2,6,0.243497,0.247923,0
5913,isomers,word,6,4,3,6,0.249062,0.253891,0
5914,hill system,word,5,4,3,6,0.273017,0.279609,10.939302
5915,atc,word,5,4,3,5,0.313286,0.321477,4.40864
5916,thiopentone,word,6,97,5,5,0.319039,0.329236,16.476428
5917,hospira,word,8,0,8,5,0.345681,0.357621,130.418476
5918,autopsy,word,5,3,4,5,0.331314,0.341166,4.12027
5919,sodium thiopental,word,15,97,7,5,0.319349,0.328557,246.898945
5920,ciglitazone,word,10,0,5,6,0.311699,0.320267,46.55474
5921,thiazolidinedione,word,5,0,5,5,0.329228,0.337413,121.745967
5922,murine,word,5,4,3,6,0.290856,0.299481,5908.310724
5923,angiogenesis,word,8,4,8,5,0.319108,0.328119,138.851177
5924,dolophine,word,11,0,10,5,0.33685,0.346837,304.063858
5925,methadose,word,7,0,5,6,0.301608,0.31027,18.254806
5926,mmt,word,7,0,7,5,0.328971,0.33978,4.12354
5927,tdp,word,12,3,13,5,0.349754,0.362471,181.29247
5928,amiodarone,word,5,3,6,5,0.318866,0.327374,7.86542
5929,herg,word,5,0,8,5,0.328422,0.338404,14.396242
5930,levomethadone,word,8,0,13,5,0.3382,0.350734,161.834232
5931,piece,word,7,106,2,5,0.313702,0.323122,7.843007
5932,crashes,word,6,3,2,5,0.334826,0.34456,0
5933,evasion,word,6,0,5,6,0.290942,0.299091,26.881555
5934,contraband,word,31,4,33,5,0.362905,0.378884,13909.710071
5935,smuggler,word,35,4,35,5,0.372893,0.390587,6544.175732
5936,chowdhury,word,8,0,11,5,0.322805,0.331832,156.102389
5937,smugglers,word,19,4,12,5,0.324739,0.333539,2428.523951
5938,cigarettes,word,5,3,3,6,0.307512,0.315465,5.835429
5939,people smuggling,word,5,4,5,5,0.307448,0.315854,690.407061
5940,traffickers,word,7,0,2,5,0.300825,0.30939,1.170451
5941,transport contraband,word,7,4,5,5,0.308605,0.316853,25.500593
5942,pack animals,word,5,4,2,6,0.267806,0.273766,12.639107
5943,tools,word,6,3,2,6,0.278199,0.285266,0
5944,kilogramme,word,9,106,7,6,0.306889,0.314824,36.618179
5945,planck,word,5,4,4,6,0.312176,0.32001,0
5946,ipk,word,6,4,6,5,0.33439,0.343152,56.980397
5947,cgpm,word,8,4,10,6,0.30875,0.318046,504.308551
5948,cipm,word,5,78,7,5,0.305098,0.313227,10.977815
5949,planck constant,word,5,4,2,6,0.273992,0.280873,6.586764
5950,jann,word,10,78,9,5,0.319194,0.329107,72.293415
5951,wenner,word,25,78,24,5,0.334826,0.345706,3966.438855
5952,bandlab,word,5,78,5,6,0.306586,0.315411,87.330396
5953,dylan,word,5,78,6,5,0.30611,0.31564,237.173075
5954,rolling,word,27,78,10,5,0.327821,0.33688,737.878482
5955,publisher,word,13,78,12,5,0.307656,0.318255,322.043559
5956,taibbi,word,7,106,5,6,0.320614,0.32931,184.085318
5957,editorial,word,6,102,3,5,0.316644,0.324716,14.812563
5958,glixel,word,8,78,9,5,0.310079,0.319559,1055.722923
5959,bush,word,6,106,5,6,0.314169,0.321573,158.425156
5960,defamation,word,5,82,3,6,0.303655,0.312429,4.911131
5961,eramo,word,6,106,8,5,0.327839,0.335963,144.622262
5962,guzmn,word,7,78,10,6,0.319764,0.328692,336.72199
5963,kfor,word,5,78,4,5,0.300259,0.309712,68.138979
5964,ivermectin,word,5,3,5,5,0.307304,0.315894,84.551086
5965,meek,word,7,82,3,6,0.310862,0.319672,1974.029628
5966,rolling stones,word,5,78,3,5,0.332096,0.340923,0
5967,rolling stone,word,18,78,8,6,0.32196,0.330873,149.580062
5968,stones,word,6,78,3,6,0.2841,0.291702,120.921621
5969,neuropsychiatric,word,6,3,3,5,0.329062,0.340841,14.437324
5970,dsmtr,word,6,3,4,5,0.306205,0.316266,7.805562
5971,orientation,word,6,101,5,6,0.286289,0.294684,78.864161
5972,validate,word,5,3,6,5,0.339151,0.350268,3.015859
5973,trainee,word,7,101,8,5,0.314537,0.323012,125.229235
5974,risperidone,word,6,3,6,5,0.332639,0.343053,13.312811
5975,caregivers,word,5,82,4,6,0.316678,0.324914,5.609392
5976,lipotropin,word,25,4,25,5,0.342256,0.35533,2006.067229
5977,feldberg,word,6,0,5,5,0.319349,0.329634,22.341006
5978,zafirlukast,word,138,3,160,5,0.414032,0.440571,71442.69841
5979,eosinophilic,word,5,3,4,6,0.307801,0.315798,66.549232
5980,granulomatosis,word,5,3,4,6,0.289616,0.298084,8.005908
5981,polyangiitis,word,10,3,13,5,0.34186,0.35298,1114.859459
5982,eosinophilic granulomatosis,word,5,3,3,6,0.288823,0.296941,0.323032
5983,pararescueman,word,19,101,17,6,0.336409,0.346769,611.351704
5984,pjs,word,10,101,6,6,0.315545,0.323729,473.036646
5985,enlisted,word,5,101,3,6,0.300504,0.309105,10.754506
5986,aircrew,word,22,101,25,6,0.341406,0.353329,6930.729519
5987,parachutist,word,9,97,8,6,0.318849,0.327422,105.751674
5988,parachute,word,11,101,8,5,0.336332,0.346041,2219.25485
5989,paradoctor,word,5,90,1,6,0.288808,0.29704,0
5990,patrol,word,9,101,7,6,0.299756,0.308814,189.303993
5991,squadron,word,8,101,7,6,0.313419,0.32275,24.269012
5992,cbi,word,7,101,3,6,0.279053,0.28712,104.872818
5993,helicopter,word,12,101,7,5,0.336831,0.346431,229.261238
5994,evacuation,word,5,78,4,6,0.311386,0.31968,16.676503
5995,afb,word,5,101,1,7,0.249251,0.25339,0
5996,snorkel,word,10,101,9,5,0.310911,0.319531,106.325775
5997,parachuting,word,5,4,3,6,0.298983,0.3072,6.159612
5998,beret,word,8,101,8,5,0.318815,0.327498,42.821195
5999,cadet,word,5,101,7,5,0.327493,0.335509,186.36151
6000,pjoc,word,10,101,8,6,0.331984,0.342246,6418.539707
6001,apjoc,word,10,101,10,6,0.302241,0.311481,150.385902
6002,pararescuemen,word,11,101,6,6,0.293676,0.302974,68.857849
6003,air rescue,word,9,82,6,6,0.307977,0.316898,101.239812
6004,pararescue teams,word,5,101,2,6,0.262533,0.267973,1.091147
6005,axelopran,word,17,4,14,5,0.344351,0.357519,1329.900218
6006,microbiome,word,5,4,8,5,0.335606,0.346614,238.608547
6007,metastasis,word,5,4,5,5,0.315343,0.323952,13.317202
6008,stub wikipedia,bigram,20,109,0,0,0,0,0
6009,help expand,bigram,17,110,0,0,0,0,0
6010,article help,bigram,11,111,0,0,0,0,0
6011,analgesicrelate article,bigram,10,112,0,0,0,0,0
6012,nonsteroidal antiinflammatory,bigram,5,113,0,0,0,0,0
6013,effect pain,bigram,4,114,0,0,0,0,0
6014,article relate,bigram,4,115,0,0,0,0,0
6015,system help,bigram,4,116,0,0,0,0,0
6016,animal study,bigram,3,117,0,0,0,0,0
6017,nsaid effect,bigram,3,118,0,0,0,0,0
6018,antiinflammatory drug,bigram,3,119,0,0,0,0,0
